Insured_Period,Building Dimension,Building_Type,Customer Id,Building_Painted,Building_Fenced,Garden,NumberOfWindows,Geo_Code,Settlement,Claim
1.0,820.0,1,H4678,N,V,V,   .,50218,U,0
1.0,820.0,1,H4679,N,V,V,   .,50218,U,0
1.0,420.0,1,H5433,V,V,V,   .,50218,U,1
0.246575342,420.0,1,H5434,V,V,V,   .,50218,U,0
1.0,350.0,1,H6920,N,V,V,   .,50218,U,0
0.666666667,568.0,1,H14673,N,V,V,   .,50532,U,0
1.0,2000.0,1,H3660,V,N,O,5,50532,R,0
1.0,715.0,1,H14841,V,N,O,2,50626,R,0
0.454794521,230.0,2,H6951,N,V,V,   .,51030,U,0
0.334246575,636.0,2,H1295,V,V,V,   .,51108,U,0
0.087671233,350.0,2,H1298,V,V,V,   .,51108,U,0
1.0,650.0,2,H17050,V,N,O,5,51108,R,0
1.0,650.0,2,H17051,V,N,O,5,51108,R,0
1.0,650.0,2,H17052,V,N,O,5,51108,R,0
0.865753425,3297.0,2,H19153,V,N,O,5,51108,R,0
0.0,0.0,2,H294,V,V,V,   .,51108,U,0
1.0,250.0,2,H6151,N,V,V,   .,51108,U,0
1.0,420.0,2,H12617,V,N,O,3,51454,R,0
1.0,550.0,2,H13009,V,N,O,4,51454,R,0
1.0,670.0,2,H13577,N,V,V,   .,51454,U,0
1.0,885.0,2,H14072,N,V,V,   .,51454,U,0
1.0,885.0,2,H14073,N,V,V,   .,51454,U,0
1.0,885.0,2,H14074,N,V,V,   .,51454,U,0
1.0,480.0,2,H14442,N,V,V,   .,51454,U,0
1.0,7400.0,2,H14980,N,V,V,   .,51454,U,0
0.657534247,370.0,2,H15311,V,N,O,2,51454,R,0
1.0,13030.0,2,H16719,V,N,O,9,51454,R,1
1.0,200.0,2,H16969,V,N,O,2,51454,R,0
1.0,200.0,2,H16970,V,N,O,2,51454,R,0
0.745205479,1130.0,2,H19458,V,N,O,3,51454,R,0
0.221917808,459.0,2,H2272,V,V,V,   .,51454,U,0
1.0,1130.0,2,H2656,V,V,V,   .,51454,U,0
0.99726776,1130.0,2,H2657,V,V,V,   .,51454,U,0
1.0,1133.0,2,H3606,V,V,V,   .,51454,U,0
1.0,500.0,2,H3612,V,N,O,3,51454,R,0
1.0,400.0,2,H3676,V,V,V,   .,51454,U,0
0.210958904,6500.0,2,H3828,N,V,V,   .,51454,U,0
1.0,800.0,2,H4107,V,N,O,4,51454,R,0
1.0,315.0,2,H4334,V,N,O,3,51454,R,0
0.854794521,500.0,2,H4342,V,N,O,3,51454,R,0
0.950684932,1280.0,2,H4446,V,V,V,   .,51454,U,0
1.0,1900.0,2,H4469,V,V,V,   .,51454,U,0
1.0,1450.0,2,H4515,V,V,V,   .,51454,U,0
1.0,1200.0,2,H4519,V,V,V,   .,51454,U,0
1.0,680.0,2,H4545,V,V,V,   .,51454,U,0
0.084699454,442.0,2,H4908,N,V,V,   .,51454,U,0
1.0,746.0,2,H4959,V,V,V,   .,51454,U,0
1.0,450.0,2,H5206,V,V,V,   .,51454,U,0
1.0,750.0,2,H5257,V,V,V,   .,51454,U,0
1.0,991.0,2,H6055,V,V,V,   .,51454,U,0
1.0,2400.0,2,H6090,N,V,V,   .,51454,U,1
1.0,450.0,2,H6125,V,V,V,   .,51454,U,0
1.0,1323.0,2,H6143,V,V,V,   .,51454,U,0
1.0,400.0,2,H6196,V,V,V,   .,51454,U,0
0.99726776,420.0,2,H6225,V,V,V,   .,51454,U,1
0.747945205,550.0,2,H6338,N,V,V,   .,51454,U,0
1.0,340.0,2,H6352,V,V,V,   .,51454,U,0
1.0,1050.0,2,H6649,N,V,V,   .,51454,U,0
1.0,500.0,2,H6714,N,V,V,   .,51454,U,0
1.0,364.0,2,H6783,V,N,O,4,51454,R,0
0.99726776,364.0,2,H6784,V,N,O,4,51454,R,0
1.0,800.0,2,H7376,N,V,V,   .,51454,U,0
1.0,257.0,2,H7435,N,V,V,   .,51454,U,0
1.0,1524.0,1,H3145,V,V,V,   .,53130,U,1
1.0,2425.0,1,H3508,N,V,V,   .,53130,U,0
1.0,2000.0,1,H3746,V,N,O,5,53130,R,0
1.0,1520.0,1,H6276,N,V,V,   .,54043,U,0
1.0,1520.0,1,H6277,N,V,V,   .,54043,U,0
1.0,3919.0,1,H6280,V,V,V,   .,54159,U,0
1.0,3919.0,1,H6281,V,V,V,   .,54159,U,0
0.747945205,560.0,1,H6549,N,V,V,   .,54159,U,0
1.0,417.0,1,H19136,V,N,O,3,54184,R,0
1.0,2180.0,1,H6387,N,V,V,   .,54184,U,0
0.99726776,1800.0,1,H6603,V,V,V,   .,54184,U,0
1.0,5523.0,1,H7469,V,V,V,   .,54184,U,1
1.0,850.0,1,H17898,V,N,O,3,54188,R,0
1.0,850.0,1,H17899,V,N,O,3,54188,R,0
1.0,700.0,1,H14783,N,V,V,   .,54197,U,0
0.747945205,700.0,1,H14784,N,V,V,   .,54197,U,0
1.0,1560.0,1,H3308,V,V,V,   .,54273,U,0
1.0,3104.0,1,H4031,V,V,V,   .,54304,U,0
0.907103825,1640.0,1,H16678,V,N,O,4,54321,R,0
1.0,250.0,1,H17502,V,N,O,3,54321,R,0
0.994535519,3768.0,1,H19070,V,N,O,5,54323,R,0
1.0,1500.0,1,H13648,N,V,V,   .,54329,U,0
1.0,400.0,3,H1267,V,V,V,   .,54395,U,0
0.99726776,400.0,3,H1268,V,V,V,   .,54395,U,0
1.0,3200.0,3,H13048,V,N,O,5,54395,R,0
1.0,3200.0,3,H13049,V,N,O,5,54395,R,1
0.753424658,670.0,3,H13155,N,V,V,   .,54395,U,0
1.0,700.0,3,H1318,V,V,V,   .,54395,U,1
1.0,480.0,3,H13440,N,V,V,   .,54395,U,1
1.0,391.0,3,H13780,N,V,V,   .,54395,U,0
1.0,391.0,3,H13781,N,V,V,   .,54395,U,0
0.99726776,530.0,3,H15023,N,V,V,   .,54395,U,0
1.0,550.0,3,H16349,V,N,O,4,54395,R,0
1.0,550.0,3,H16350,V,N,O,4,54395,R,0
1.0,876.0,3,H1844,V,V,V,   .,54395,U,1
1.0,876.0,3,H1845,V,V,V,   .,54395,U,0
1.0,850.0,3,H1846,V,V,V,   .,54395,U,0
0.252054795,1947.0,3,H19304,V,N,O,6,54395,R,0
1.0,1947.0,3,H19305,V,N,O,6,54395,R,0
1.0,1947.0,3,H19306,V,N,O,6,54395,R,0
0.99726776,570.0,3,H19815,V,N,O,5,54395,R,0
1.0,200.0,3,H2124,V,V,V,   .,54395,U,0
0.844262295,850.0,3,H2444,V,V,V,   .,54395,U,1
1.0,996.0,3,H2522,V,N,O,4,54395,R,1
1.0,450.0,3,H2524,V,V,V,   .,54395,U,0
1.0,950.0,3,H2525,V,N,O,5,54395,R,0
1.0,1425.0,3,H2817,V,N,O,5,54395,R,0
1.0,1030.0,3,H2959,V,V,V,   .,54395,U,0
1.0,770.0,3,H2960,V,V,V,   .,54395,U,0
1.0,696.0,3,H2961,V,N,O,5,54395,R,0
1.0,410.0,3,H3677,V,N,O,6,54395,R,0
1.0,980.0,3,H3699,V,V,V,   .,54395,U,0
0.747945205,480.0,3,H3844,V,V,V,   .,54395,U,0
1.0,2450.0,3,H3863,V,N,O,4,54395,R,0
1.0,2450.0,3,H3864,V,N,O,4,54395,R,1
1.0,420.0,3,H4017,V,V,V,   .,54395,U,0
1.0,1325.0,3,H4284,V,V,V,   .,54395,U,0
1.0,1325.0,3,H4285,V,V,V,   .,54395,U,0
1.0,2081.0,3,H5121,V,V,V,   .,54395,U,1
0.887671233,910.0,3,H5215,N,V,V,   .,54395,U,0
1.0,1384.0,3,H5216,V,V,V,   .,54395,U,0
0.915068493,1384.0,3,H5217,V,V,V,   .,54395,U,0
1.0,1640.0,3,H5481,V,V,V,   .,54395,U,0
1.0,1100.0,3,H5968,V,N,O,5,54395,R,0
1.0,1100.0,3,H5969,V,N,O,5,54395,R,0
0.99726776,1100.0,3,H5970,V,N,O,5,54395,R,1
0.942465753,5439.0,3,H6197,N,V,V,   .,54395,U,1
1.0,1255.0,3,H6198,N,V,V,   .,54395,U,0
1.0,756.0,3,H6294,N,V,V,   .,54395,U,1
0.747945205,800.0,3,H6706,N,V,V,   .,54395,U,0
1.0,400.0,3,H7174,N,V,V,   .,54395,U,0
0.945205479,470.0,3,H7190,N,V,V,   .,54395,U,0
0.99726776,350.0,3,H7209,N,V,V,   .,54395,U,1
1.0,310.0,3,H7300,V,V,V,   .,54395,U,0
0.016393443,990.0,1,H13456,N,V,V,   .,54431,U,0
1.0,397.0,1,H19053,V,N,O,3,54439,R,0
1.0,1400.0,1,H2369,V,V,V,   .,54482,U,0
1.0,1400.0,1,H2370,V,V,V,   .,54482,U,0
1.0,1960.0,1,H13010,N,V,V,   .,54483,U,0
1.0,400.0,1,H16348,V,N,O,3,54547,R,0
0.580821918,350.0,1,H2371,V,V,V,   .,54547,U,0
1.0,450.0,1,H5211,V,V,V,   .,54547,U,1
1.0,1065.0,1,H3367,V,V,V,   .,55029,U,0
1.0,759.0,1,H14560,N,V,V,   .,55502,U,0
1.0,1050.0,1,H14440,N,V,V,   .,55545,U,0
1.0,1416.0,1,H14444,N,V,V,   .,55545,U,1
0.161643836,475.0,1,H1810,V,V,V,   .,55545,U,0
1.0,3613.0,1,H7387,N,V,V,   .,55545,U,1
1.0,147.0,2,H5799,V,V,V,   .,56034,U,0
1.0,450.0,2,H4588,N,V,V,   .,56052,U,0
1.0,920.0,2,H2355,V,V,V,   .,56078,U,1
1.0,280.0,2,H3899,V,V,V,   .,56083,U,0
1.0,2130.0,2,H19033,V,N,O,4,56107,R,1
1.0,2130.0,2,H19034,V,N,O,4,56107,R,1
1.0,7861.0,2,H18795,V,N,O,7,56121,R,1
0.609289617,600.0,2,H19891,V,N,O,4,56121,R,0
0.0,481.0,2,H2788,V,V,V,   .,56121,U,0
0.0,565.0,2,H2937,V,V,V,   .,56121,U,0
1.0,4967.0,2,H4366,V,V,V,   .,56121,U,1
1.0,1353.0,2,H6099,N,V,V,   .,56121,U,0
1.0,5335.0,2,H6222,N,V,V,   .,56121,U,0
1.0,5335.0,2,H6223,N,V,V,   .,56121,U,0
0.99726776,300.0,2,H6417,N,V,V,   .,56121,U,0
0.084931507,350.0,2,H6721,V,V,V,   .,56121,U,0
1.0,150.0,2,H7238,N,V,V,   .,56121,U,0
1.0,3611.0,2,H4032,N,V,V,   .,56162,U,1
0.0,1270.0,2,H2661,V,V,V,   .,56181,U,0
1.0,955.0,2,H13365,N,V,V,   .,56260,U,0
0.747945205,4890.0,2,H15622,V,N,O,3,56260,R,0
1.0,455.0,2,H4075,V,V,V,   .,56260,U,0
1.0,1280.0,2,H13658,V,N,O,2,57017,R,0
1.0,1280.0,2,H13659,V,N,O,2,57017,R,0
0.97260274,1485.0,2,H6211,N,V,V,   .,57049,U,0
1.0,950.0,2,H2234,V,V,V,   .,57143,U,0
1.0,1251.0,2,H3353,V,N,O,4,57143,R,1
1.0,3000.0,2,H16816,V,N,O,5,57160,R,0
0.495890411,786.0,2,H18662,V,N,O,2,57209,R,0
0.580821918,435.0,2,H12810,N,V,V,   .,57221,U,0
0.745205479,880.0,2,H14704,N,V,V,   .,57227,U,0
1.0,1573.0,2,H5113,V,N,O,3,57227,R,0
1.0,1660.0,2,H3300,V,V,V,   .,57283,U,0
1.0,1600.0,2,H3629,V,N,O,4,57283,R,0
0.535519126,453.0,2,H1276,V,V,V,   .,57306,U,1
1.0,14350.0,2,H16647,V,N,O,7,57368,R,0
0.99726776,14350.0,2,H16648,V,N,O,7,57368,R,1
0.50273224,805.0,2,H19920,V,N,O,4,57368,R,0
1.0,900.0,2,H4759,V,V,V,   .,57412,U,0
1.0,900.0,2,H4760,V,V,V,   .,57412,U,0
1.0,1089.0,2,H17672,V,N,O,4,57427,R,1
1.0,750.0,2,H18434,V,N,O,4,57430,R,0
1.0,470.0,2,H6434,N,V,V,   .,57433,U,0
1.0,1215.0,2,H13186,N,V,V,   .,57463,U,0
0.836065574,1600.0,2,H148,V,V,V,   .,57463,U,0
0.99726776,2200.0,2,H14959,N,V,V,   .,57463,U,1
1.0,726.0,2,H15124,N,V,V,   .,57463,U,0
1.0,3800.0,2,H15221,V,N,O,3,57463,R,0
0.098630137,1600.0,2,H16846,V,N,O,6,57463,R,0
1.0,2600.0,2,H17365,V,N,O,3,57463,R,0
1.0,4000.0,2,H17913,V,N,O,4,57463,R,0
1.0,1768.0,2,H18215,V,N,O,5,57463,R,0
0.579234973,460.0,2,H1826,V,V,V,   .,57463,U,0
1.0,3330.0,2,H18424,V,N,O,7,57463,R,1
0.445355191,15000.0,2,H18710,V,N,O,5,57463,R,1
0.64109589,15000.0,2,H18711,V,N,O,5,57463,R,1
1.0,750.0,2,H2088,V,N,O,4,57463,R,0
1.0,750.0,2,H2089,V,N,O,4,57463,R,0
1.0,1450.0,2,H2104,V,N,O,7,57463,R,0
1.0,1450.0,2,H2105,V,N,O,7,57463,R,0
1.0,1510.0,2,H2169,V,V,V,   .,57463,U,0
1.0,1000.0,2,H2489,V,V,V,   .,57463,U,1
0.99726776,480.0,2,H2514,V,N,O,2,57463,R,0
1.0,1300.0,2,H3350,N,V,V,   .,57463,U,0
0.99726776,1300.0,2,H3351,N,V,V,   .,57463,U,0
1.0,60.0,2,H3356,N,V,V,   .,57463,U,0
1.0,1100.0,2,H4480,V,N,O,4,57463,R,0
0.495890411,350.0,2,H4721,V,N,O,3,57463,R,0
1.0,1030.0,2,H5492,N,V,V,   .,57463,U,1
1.0,420.0,2,H6149,N,V,V,   .,57463,U,0
0.915068493,420.0,2,H6150,N,V,V,   .,57463,U,0
0.0,420.0,2,H17457,V,N,O,3,57480,R,0
0.953424658,1930.0,2,H5582,N,V,V,   .,57480,U,1
1.0,1845.0,2,H15000,N,V,V,   .,57606,U,0
0.99726776,1250.0,2,H4781,V,V,V,   .,57606,U,0
1.0,900.0,2,H12988,N,V,V,   .,57631,U,0
0.64109589,900.0,2,H12989,N,V,V,   .,57631,U,0
1.0,800.0,2,H15368,V,N,O,3,57663,R,0
1.0,1070.0,2,H3352,N,V,V,   .,57663,U,0
1.0,900.0,2,H2539,V,V,V,   .,57672,U,0
0.832876712,900.0,2,H2540,V,V,V,   .,57672,U,0
1.0,1800.0,2,H7207,V,N,O,5,57672,R,1
1.0,2900.0,2,H7216,V,N,O,6,57672,R,0
1.0,3840.0,2,H12883,N,V,V,   .,57751,U,0
1.0,5451.0,2,H18581,V,N,O,3,57757,R,0
1.0,486.0,2,H5363,V,V,V,   .,57907,U,0
1.0,1980.0,1,H6944,N,V,V,   .,58095,U,0
0.580821918,1980.0,1,H6945,N,V,V,   .,58095,U,0
1.0,650.0,1,H16863,V,N,O,4,58194,R,0
1.0,1452.0,1,H16909,V,N,O,5,58194,R,0
0.164383562,275.0,1,H16958,V,N,O,3,58194,R,0
1.0,890.0,1,H17288,V,N,O,3,58194,R,0
1.0,890.0,1,H17289,V,N,O,3,58194,R,1
1.0,950.0,1,H4243,V,V,V,   .,58194,U,0
1.0,950.0,1,H4244,V,V,V,   .,58194,U,1
0.99726776,950.0,1,H4245,V,V,V,   .,58194,U,0
1.0,820.0,1,H4598,V,V,V,   .,58194,U,0
1.0,820.0,1,H4599,V,V,V,   .,58194,U,0
1.0,770.0,1,H4625,V,V,V,   .,58194,U,0
0.99726776,770.0,1,H4626,V,V,V,   .,58194,U,0
1.0,180.0,1,H4703,V,V,V,   .,58194,U,0
0.131506849,300.0,1,H4704,V,V,V,   .,58194,U,0
1.0,4300.0,1,H4772,V,V,V,   .,58194,U,1
1.0,2350.0,1,H4951,V,V,V,   .,58194,U,0
1.0,1085.0,1,H5410,V,V,V,   .,58194,U,0
1.0,1004.0,1,H6551,V,N,O,3,58194,R,0
1.0,3920.0,1,H6846,N,V,V,   .,58194,U,0
1.0,702.0,1,H7338,N,V,V,   .,58194,U,0
0.832876712,1440.0,1,H7339,N,V,V,   .,58194,U,0
1.0,1300.0,1,H7477,V,N,O,3,58194,R,0
1.0,650.0,2,H4012,V,V,V,   .,59025,U,0
1.0,14805.0,2,H13333,N,V,V,   .,59043,U,1
1.0,1860.0,2,H2718,V,V,V,   .,59043,U,0
1.0,1860.0,2,H2721,V,V,V,   .,59043,U,0
1.0,2412.0,2,H19677,V,N,O,8,59107,R,1
0.936986301,146.0,2,H4432,V,V,V,   .,59107,U,0
1.0,1800.0,3,H13598,V,N,O,4,59163,R,1
1.0,660.0,3,H14836,N,V,V,   .,59163,U,0
1.0,3143.0,3,H17388,V,N,O,5,59163,R,1
1.0,2850.0,2,H16097,V,N,O,5,59178,R,0
1.0,4750.0,2,H16173,V,N,O,6,59183,R,1
1.0,5346.0,1,H16427,V,N,O,5,59183,R,0
1.0,5346.0,1,H16428,V,N,O,5,59183,R,0
0.915068493,2400.0,2,H16758,V,N,O,6,59183,R,0
1.0,770.0,2,H16811,V,N,O,4,59183,R,1
1.0,536.0,2,H6353,V,N,O,4,59183,R,0
1.0,3500.0,2,H13552,N,V,V,   .,59279,U,0
1.0,3500.0,2,H13553,N,V,V,   .,59279,U,1
0.99726776,1200.0,2,H15144,N,V,V,   .,59279,U,1
1.0,700.0,2,H12975,N,V,V,   .,59295,U,0
1.0,650.0,2,H13787,N,V,V,   .,59328,U,0
0.915300546,330.0,2,H18193,V,N,O,3,59328,R,0
1.0,1365.0,2,H16253,V,N,O,3,59340,R,0
1.0,1083.0,2,H16567,V,N,O,5,59340,R,0
1.0,1050.0,2,H17137,V,N,O,4,59340,R,0
1.0,1050.0,2,H17138,V,N,O,4,59340,R,0
1.0,1076.0,3,H12660,V,N,O,4,59350,R,0
0.674863388,500.0,3,H13014,N,V,V,   .,59350,U,0
0.753424658,600.0,3,H13986,V,N,O,4,59350,R,0
1.0,220.0,3,H14554,V,N,O,4,59350,R,0
0.783561644,300.0,3,H14787,N,V,V,   .,59350,U,0
1.0,4144.0,3,H15302,V,N,O,5,59350,R,0
1.0,850.0,2,H15324,V,N,O,4,59350,R,0
1.0,850.0,2,H15325,V,N,O,4,59350,R,0
0.17260274,850.0,2,H15326,V,N,O,4,59350,R,0
1.0,2578.0,3,H15493,V,N,O,5,59350,R,0
1.0,2200.0,3,H15985,V,N,O,5,59350,R,0
0.665753425,2200.0,3,H15986,V,N,O,5,59350,R,1
1.0,800.0,3,H16138,V,N,O,5,59350,R,0
1.0,220.0,3,H17032,V,N,O,4,59350,R,0
1.0,400.0,3,H17265,V,N,O,4,59350,R,1
1.0,15620.0,3,H18031,V,N,O,>=10,59350,R,1
1.0,15620.0,3,H18032,V,N,O,>=10,59350,R,1
1.0,9182.0,3,H18034,V,N,O,8,59350,R,0
1.0,9182.0,3,H18035,V,N,O,8,59350,R,1
0.071038251,1300.0,3,H19057,V,N,O,5,59350,R,0
1.0,1300.0,3,H19058,V,N,O,5,59350,R,0
0.0,1762.0,3,H19129,V,N,O,4,59350,R,0
0.906849315,260.0,3,H19148,V,N,O,4,59350,R,1
1.0,400.0,3,H19164,V,N,O,3,59350,R,0
1.0,700.0,3,H19635,V,N,O,3,59350,R,0
0.0,400.0,3,H19786,V,N,O,3,59350,R,0
0.75136612,470.0,2,H19864,V,N,O,3,59350,R,0
0.0,190.0,3,H2392,V,V,V,   .,59350,U,0
0.0,190.0,3,H2393,V,V,V,   .,59350,U,0
1.0,436.0,2,H3777,N,V,V,   .,59350,U,1
1.0,450.0,3,H4058,V,N,O,3,59350,R,0
1.0,150.0,3,H4766,V,V,V,   .,59350,U,0
1.0,800.0,2,H7361,N,V,V,   .,59350,U,1
1.0,335.0,3,H4735,V,V,V,   .,59355,U,0
1.0,3600.0,2,H19089,V,N,O,3,59367,R,1
1.0,3600.0,2,H19090,V,N,O,3,59367,R,0
1.0,660.0,3,H15137,N,V,V,   .,59368,U,0
1.0,660.0,3,H15138,N,V,V,   .,59368,U,0
1.0,450.0,3,H15141,V,N,O,4,59368,R,0
1.0,4432.0,2,H13893,N,V,V,   .,59378,U,1
1.0,4812.0,2,H18936,V,N,O,6,59378,R,1
1.0,3200.0,3,H15156,N,V,V,   .,59410,U,1
1.0,4463.0,2,H13569,N,V,V,   .,59421,U,1
1.0,1934.0,2,H13656,N,V,V,   .,59421,U,1
0.99726776,4500.0,2,H14169,N,V,V,   .,59426,U,1
0.99726776,1960.0,2,H14832,N,V,V,   .,59426,U,1
1.0,6250.0,2,H4855,V,V,V,   .,59431,U,0
1.0,800.0,2,H15120,N,V,V,   .,59482,U,1
1.0,1200.0,2,H14829,V,N,O,3,59508,R,0
0.493150685,1100.0,3,H13898,N,V,V,   .,59512,U,1
0.293150685,4400.0,3,H16152,V,N,O,7,59512,R,0
1.0,1800.0,3,H17812,V,N,O,4,59512,R,0
1.0,500.0,3,H18404,V,N,O,4,59512,R,0
1.0,500.0,3,H18405,V,N,O,4,59512,R,0
1.0,4045.0,2,H16735,V,N,O,5,59527,R,1
1.0,520.0,2,H14816,N,V,V,   .,59560,U,0
1.0,1046.0,3,H12742,N,V,V,   .,59599,U,1
1.0,900.0,3,H13554,V,N,O,4,59599,R,0
1.0,900.0,3,H13555,V,N,O,4,59599,R,0
1.0,1450.0,3,H13571,N,V,V,   .,59599,U,0
0.99726776,2900.0,3,H13572,N,V,V,   .,59599,U,1
1.0,620.0,3,H14833,V,N,O,4,59599,R,0
1.0,620.0,3,H14834,V,N,O,4,59599,R,0
1.0,10900.0,3,H15586,V,N,O,5,59599,R,0
1.0,10900.0,3,H15587,V,N,O,5,59599,R,1
0.99726776,10900.0,3,H15588,V,N,O,5,59599,R,1
1.0,660.0,3,H16835,V,N,O,3,59599,R,0
1.0,5464.0,3,H17723,V,N,O,5,59599,R,0
1.0,4500.0,3,H17985,V,N,O,4,59599,R,0
1.0,700.0,3,H19056,V,N,O,4,59599,R,0
0.487671233,300.0,2,H17122,V,N,O,2,59636,R,0
1.0,550.0,3,H14788,V,N,O,3,59650,R,0
1.0,843.0,2,H19189,V,N,O,4,59656,R,1
1.0,19195.0,2,H15816,V,N,O,6,60057,R,1
1.0,580.0,2,H13101,V,N,O,3,60139,R,0
1.0,520.0,2,H4954,N,V,V,   .,60139,U,0
1.0,720.0,2,H15390,V,N,O,5,60141,R,1
1.0,1734.0,2,H17649,V,N,O,4,60141,R,0
0.99726776,11389.0,2,H15148,V,N,O,>=10,60159,R,1
1.0,3628.0,2,H15978,V,N,O,6,60159,R,0
1.0,1200.0,2,H4504,V,V,V,   .,60159,U,1
0.99726776,11768.0,2,H15093,V,N,O,4,60172,R,1
0.99726776,872.0,2,H7400,V,V,V,   .,60338,U,0
1.0,2755.0,2,H15160,V,N,O,3,60346,R,0
1.0,1466.0,2,H17501,V,N,O,4,60346,R,1
1.0,225.0,2,H16703,V,N,O,2,60450,R,0
1.0,350.0,2,H17841,V,N,O,3,60513,R,0
1.0,350.0,2,H15051,V,N,O,3,60572,R,0
1.0,400.0,2,H16547,V,N,O,3,60612,R,1
0.495890411,191.0,2,H14426,N,V,V,   .,60661,U,0
0.196721311,634.0,1,H2676,V,V,V,   .,61001,U,0
1.0,900.0,1,H4240,N,V,V,   .,61001,U,0
1.0,2800.0,1,H252,V,V,V,   .,61006,U,0
0.709589041,2000.0,1,H5602,V,V,V,   .,61006,U,0
0.495890411,400.0,1,H3966,V,V,V,   .,61169,U,0
1.0,11000.0,1,H6567,V,N,O,7,61483,R,1
1.0,3900.0,1,H6581,V,N,0,5,61483,R,0
1.0,3900.0,1,H6582,V,N,0,5,61483,R,1
0.517808219,568.0,2,H19737,V,N,O,3,62041,R,0
1.0,362.0,2,H3628,V,N,O,3,62041,R,0
0.41369863,272.0,2,H6877,N,V,V,   .,62041,U,0
1.0,150.0,2,H13219,N,V,V,   .,62108,U,0
1.0,750.0,2,H16043,V,N,O,5,62108,R,0
1.0,630.0,2,H4119,V,V,V,   .,62108,U,0
0.99726776,630.0,2,H4120,V,V,V,   .,62108,U,0
1.0,465.0,2,H4172,V,V,V,   .,62108,U,0
0.161643836,465.0,2,H4173,V,V,V,   .,62108,U,0
0.161643836,225.0,2,H4174,V,V,V,   .,62108,U,0
0.301369863,120.0,2,H4332,V,V,V,   .,62108,U,0
0.99726776,690.0,2,H4423,V,N,O,4,62108,R,0
0.161643836,280.0,2,H4523,V,N,O,3,62108,R,0
1.0,520.0,2,H4583,V,N,O,4,62108,R,0
1.0,200.0,2,H4584,V,V,V,   .,62108,U,0
1.0,145.0,2,H4606,N,V,V,   .,62108,U,0
0.41369863,420.0,2,H4607,V,V,V,   .,62108,U,0
0.747945205,1350.0,2,H4851,V,V,V,   .,62108,U,1
1.0,1300.0,2,H5288,V,N,O,3,62108,R,0
1.0,550.0,2,H6185,V,V,V,   .,62108,U,1
0.495890411,550.0,2,H6186,V,V,V,   .,62108,U,0
1.0,630.0,2,H6345,V,N,O,5,62108,R,0
1.0,3950.0,2,H6346,V,V,V,   .,62108,U,1
0.0,180.0,2,H6347,V,V,V,   .,62108,U,0
1.0,1650.0,2,H6757,V,N,O,3,62108,R,0
1.0,1650.0,2,H6758,V,N,O,3,62108,R,0
1.0,2500.0,2,H7276,V,V,V,   .,62108,U,0
0.838356164,290.0,2,H19381,V,N,O,4,62119,R,1
1.0,850.0,2,H15971,V,N,O,5,62160,R,1
1.0,2407.0,2,H16087,V,N,O,4,62160,R,0
1.0,10207.0,2,H16637,V,N,O,6,62160,R,0
1.0,210.0,2,H1773,V,V,V,   .,62160,U,0
0.06557377,2397.0,2,H19130,V,N,O,4,62160,R,0
0.99726776,1140.0,2,H2288,V,N,O,4,62160,R,1
1.0,1100.0,2,H2820,V,N,O,4,62160,R,1
1.0,166.0,2,H6447,V,N,O,3,62160,R,0
1.0,6270.0,2,H14887,N,V,V,   .,62193,U,1
1.0,380.0,2,H15234,V,N,O,3,62193,R,0
1.0,1010.0,2,H16750,V,N,O,5,62193,R,0
1.0,1010.0,2,H16751,V,N,O,5,62193,R,0
1.0,100.0,2,H17452,V,N,O,4,62193,R,0
0.495890411,100.0,2,H17453,V,N,O,4,62193,R,0
1.0,445.0,2,H309,V,V,V,   .,62193,U,0
1.0,445.0,2,H310,V,V,V,   .,62193,U,0
1.0,7200.0,2,H454,V,V,V,   .,62193,U,0
1.0,7200.0,2,H455,V,V,V,   .,62193,U,0
1.0,6000.0,2,H4837,V,V,V,   .,62193,U,1
1.0,2225.0,2,H6949,V,N,O,6,62193,R,0
1.0,2225.0,2,H6950,V,N,O,6,62193,R,0
1.0,850.0,2,H7017,V,V,V,   .,62193,U,0
1.0,335.0,2,H706,V,N,O,4,62193,R,0
0.99726776,1300.0,2,H14463,N,V,V,   .,62201,U,0
1.0,3147.0,2,H1530,V,N,O,5,62201,R,0
1.0,3147.0,2,H1531,V,N,O,5,62201,R,0
1.0,700.0,2,H1532,V,N,O,3,62201,R,0
1.0,2100.0,2,H15450,V,N,O,4,62201,R,0
1.0,480.0,2,H1633,V,N,O,2,62201,R,0
1.0,632.0,2,H1634,V,N,O,3,62201,R,0
1.0,632.0,2,H1635,V,N,O,3,62201,R,1
1.0,520.0,2,H1636,V,N,O,2,62201,R,0
1.0,1398.0,2,H1639,V,N,O,5,62201,R,0
1.0,1590.0,2,H1641,V,N,O,5,62201,R,1
1.0,728.0,2,H1644,V,N,O,4,62201,R,0
1.0,2800.0,2,H1645,V,N,O,5,62201,R,1
1.0,1677.0,2,H1854,V,N,O,3,62201,R,0
0.99726776,1677.0,2,H1855,V,N,O,3,62201,R,0
1.0,1000.0,2,H3365,V,N,O,2,62201,R,0
1.0,1000.0,2,H3366,V,N,O,2,62201,R,0
1.0,1630.0,2,H6370,V,V,V,   .,62201,U,0
0.99726776,1630.0,2,H6371,V,V,V,   .,62201,U,0
1.0,499.0,2,H15359,V,N,O,3,62261,R,0
